                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                0.61173,                0.44124,                0.95602,                0.94001,                0.90169,                0.95689,                0.84189,                 0.5238,                0.32984,                0.84913,             7.0698e-05,             7.0698e-05,             7.0698e-05
                     44,                0.59888,                0.44534,                0.93186,                0.93651,                0.90762,                0.95819,                0.84616,                0.52058,                0.32707,                0.84798,              6.952e-05,              6.952e-05,              6.952e-05
                     45,                0.61681,                0.44732,                0.94128,                0.92526,                0.91836,                0.95965,                0.84583,                0.51908,                0.32819,                0.84798,             6.8342e-05,             6.8342e-05,             6.8342e-05
                     46,                0.59052,                0.45181,                0.95128,                0.92145,                0.92127,                0.95782,                0.84859,                0.51553,                0.32689,                0.84733,             6.7164e-05,             6.7164e-05,             6.7164e-05
                     47,                0.60374,                0.43346,                0.94693,                0.92872,                0.91969,                0.96019,                0.84863,                0.50573,                0.32118,                0.84587,             6.5986e-05,             6.5986e-05,             6.5986e-05
                     48,                0.59459,                0.42916,                0.94293,                0.94769,                0.90233,                0.95969,                0.84972,                0.50091,                0.31758,                0.84378,             6.4807e-05,             6.4807e-05,             6.4807e-05
                     49,                0.57822,                  0.421,                 0.9336,                0.94931,                0.89974,                0.95734,                0.84865,                0.49713,                 0.3163,                0.84182,             6.3629e-05,             6.3629e-05,             6.3629e-05
                     50,                0.59234,                0.42614,                0.93395,                0.94803,                0.90175,                0.95872,                0.84742,                0.49825,                  0.316,                0.83931,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     51,                0.55804,                0.40406,                0.91078,                0.95101,                0.90507,                0.96178,                0.85181,                0.49301,                0.31717,                 0.8356,             6.1273e-05,             6.1273e-05,             6.1273e-05
                     52,                0.58723,                 0.4205,                0.93572,                0.95185,                0.90063,                0.96143,                0.84889,                0.48748,                0.30972,                  0.833,             6.0095e-05,             6.0095e-05,             6.0095e-05
                     53,                0.56288,                0.39732,                0.92776,                0.94942,                0.90118,                0.96303,                0.85412,                0.48035,                0.30452,                0.83106,             5.8917e-05,             5.8917e-05,             5.8917e-05
                     54,                0.54554,                 0.3992,                0.92159,                0.94729,                0.90498,                0.96248,                0.85556,                0.47765,                0.30316,                0.83095,             5.7739e-05,             5.7739e-05,             5.7739e-05
                     55,                 0.5658,                0.39505,                0.92175,                0.94778,                0.91131,                 0.9645,                0.85836,                 0.4742,                0.30598,                0.83077,             5.6561e-05,             5.6561e-05,             5.6561e-05
                     56,                0.58094,                0.42367,                0.93598,                0.94882,                0.91643,                0.96422,                0.85604,                0.47053,                0.30521,                0.82922,             5.5383e-05,             5.5383e-05,             5.5383e-05
                     57,                0.60796,                 0.4241,                0.93181,                0.94944,                 0.9258,                0.96557,                0.85688,                0.47222,                0.30202,                0.82922,             5.4204e-05,             5.4204e-05,             5.4204e-05
                     58,                0.59089,                0.40332,                0.91603,                 0.9354,                0.92972,                0.96258,                0.85524,                0.47094,                0.29995,                0.82927,             5.3026e-05,             5.3026e-05,             5.3026e-05
                     59,                0.55229,                0.40806,                0.91454,                0.92292,                0.93596,                0.96554,                0.85638,                0.46939,                 0.2981,                0.82917,             5.1848e-05,             5.1848e-05,             5.1848e-05
                     60,                0.56051,                0.40753,                0.92613,                0.92578,                0.93441,                0.96411,                0.85952,                 0.4645,                0.29453,                 0.8284,              5.067e-05,              5.067e-05,              5.067e-05
                     61,                0.57736,                0.39913,                0.93092,                0.93524,                0.92928,                0.96298,                0.86432,                0.46292,                0.29391,                0.82748,             4.9492e-05,             4.9492e-05,             4.9492e-05
                     62,                0.50775,                0.37324,                0.90252,                0.94033,                0.92358,                0.96343,                0.86498,                0.46208,                0.29443,                0.82665,             4.8314e-05,             4.8314e-05,             4.8314e-05
                     63,                0.58544,                0.40854,                0.92224,                0.93495,                0.92945,                0.96323,                0.86424,                0.46206,                0.29337,                0.82628,             4.7136e-05,             4.7136e-05,             4.7136e-05
                     64,                0.53731,                0.39444,                0.91843,                0.94407,                0.92486,                0.96432,                0.86345,                0.46089,                0.29324,                0.82537,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     65,                0.53987,                0.38346,                0.91655,                0.94999,                0.92213,                0.96297,                0.86735,                0.45571,                0.29049,                0.82374,              4.478e-05,              4.478e-05,              4.478e-05
                     66,                0.53976,                0.39706,                0.92668,                0.94514,                0.92575,                0.96315,                0.86645,                0.45181,                0.28935,                0.82212,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     67,                0.55932,                0.39372,                0.92002,                0.94678,                0.92645,                0.96551,                0.86662,                0.44852,                0.28901,                0.82098,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     68,                0.48368,                 0.3627,                0.89696,                0.95197,                0.92347,                0.96615,                0.86746,                0.44545,                0.28711,                0.82096,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     69,                0.50375,                0.36351,                0.90471,                0.94501,                 0.9259,                0.96631,                 0.8675,                0.44385,                0.28406,                 0.8206,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     70,                0.50597,                0.38382,                 0.9117,                0.93545,                0.92988,                0.96553,                0.86757,                0.43928,                0.28379,                0.82003,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     71,                0.55186,                0.38565,                0.91429,                0.92581,                0.93706,                0.96492,                0.86967,                 0.4347,                0.28221,                0.81946,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     72,                0.53241,                0.38296,                0.92393,                0.92468,                0.94112,                0.96527,                0.86947,                0.43482,                0.28418,                0.81945,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     73,                0.51835,                0.37755,                0.90901,                 0.9284,                0.94218,                0.96678,                0.87111,                0.43309,                0.28433,                0.81915,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     74,                0.51538,                0.37649,                0.91228,                0.92852,                0.94296,                0.96684,                0.87332,                0.42931,                0.28269,                0.81821,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     75,                 0.5186,                 0.3801,                0.90419,                0.93167,                  0.943,                0.96536,                0.87332,                0.42644,                0.27988,                0.81726,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     76,                0.51276,                0.37477,                0.90437,                0.93062,                0.94237,                0.96569,                0.87651,                0.42402,                 0.2788,                0.81621,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     77,                 0.5305,                0.38201,                0.90736,                0.93088,                0.94299,                0.96619,                0.87986,                 0.4195,                0.27544,                0.81462,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     78,                0.52688,                 0.3775,                0.90303,                  0.936,                0.94063,                0.96791,                0.88048,                0.41864,                0.27304,                0.81403,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     79,                0.53766,                0.37344,                0.91465,                0.93979,                0.93815,                0.96794,                0.87936,                0.41644,                0.27067,                0.81312,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     80,                0.49777,                0.34905,                0.90035,                0.94185,                0.93483,                0.96786,                0.87944,                0.41305,                0.26881,                0.81201,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     81,                0.50904,                0.36321,                0.91523,                0.94834,                0.93548,                0.96805,                0.87615,                0.40966,                 0.2679,                0.81093,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                 0.5064,                0.35682,                 0.9054,                0.94772,                0.93523,                0.96717,                0.87756,                0.40781,                0.26647,                 0.8104,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                0.52872,                0.36749,                0.91161,                0.94938,                0.93558,                0.96689,                0.87791,                0.40633,                0.26476,                0.80947,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.47593,                0.34783,                0.89951,                0.94977,                0.93142,                0.96431,                0.87757,                 0.4056,                0.26413,                0.80893,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                0.50331,                 0.3598,                0.88739,                0.95028,                0.93043,                0.96435,                0.87802,                0.40435,                0.26228,                0.80883,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                0.51405,                0.36402,                 0.9057,                0.95013,                0.93002,                0.96549,                0.87973,                0.40343,                0.26143,                0.80838,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.48475,                0.34253,                0.92173,                0.95022,                0.92945,                0.96559,                0.87853,                0.40362,                0.26167,                0.80845,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.47471,                0.33658,                0.91227,                0.95049,                0.92894,                0.96508,                0.87771,                0.40215,                0.26094,                0.80804,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.49888,                 0.3631,                0.90525,                0.95312,                0.92911,                0.96355,                0.87799,                0.40129,                0.26026,                0.80735,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.47542,                0.34214,                0.89697,                0.94716,                0.93418,                0.96354,                 0.8773,                 0.4008,                0.26031,                0.80733,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                0.47577,                0.33742,                 0.8551,                0.93795,                0.93767,                0.96314,                0.87706,                0.40519,                0.26059,                0.80764,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                  0.461,                0.32292,                0.85783,                 0.9299,                0.94098,                0.96481,                0.87523,                 0.4088,                0.26335,                 0.8079,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.47229,                0.31439,                0.85899,                0.91896,                0.94354,                0.96563,                0.87426,                0.41076,                0.26561,                0.80821,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.47677,                0.31903,                0.86082,                0.91473,                0.94524,                0.96527,                0.87376,                 0.4128,                0.26601,                0.80862,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                0.46362,                0.30918,                0.86211,                0.91671,                0.94635,                0.96533,                0.87511,                0.41251,                0.26628,                0.80856,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                 0.4548,                0.30401,                0.85382,                0.91687,                0.94384,                0.96527,                0.87719,                0.41212,                0.26562,                0.80818,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                 0.4484,                0.30288,                0.85498,                0.92382,                0.94199,                0.96515,                0.87781,                 0.4113,                0.26443,                0.80793,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.45241,                0.30666,                0.85977,                0.92999,                0.93992,                0.96517,                0.87868,                0.41073,                0.26455,                0.80744,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.45567,                0.30214,                0.84471,                0.93246,                0.93933,                0.96533,                0.87852,                0.41076,                0.26424,                0.80712,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                0.44649,                0.30389,                 0.8523,                0.93422,                0.93876,                0.96534,                0.87817,                0.41152,                 0.2646,                0.80707,             3.5462e-06,             3.5462e-06,             3.5462e-06
