                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.0899,                 1.1374,                 1.1748,                0.80853,                0.63922,                0.74662,                0.56609,                0.99784,                0.88372,                 1.0689,             9.3281e-05,             9.3281e-05,             9.3281e-05
                     12,                 1.1013,                 1.0902,                 1.1628,                0.82022,                0.65453,                0.76432,                0.57543,                0.99227,                0.86615,                 1.0644,             0.00010074,             0.00010074,             0.00010074
                     13,                 1.0769,                  1.083,                 1.1713,                0.79088,                0.69712,                0.77967,                0.58722,                0.98846,                0.84488,                 1.0619,             0.00010486,             0.00010486,             0.00010486
                     14,                 1.0721,                 1.1075,                 1.1763,                0.78816,                0.69903,                0.78369,                0.59361,                 0.9815,                0.82622,                  1.059,             0.00010486,             0.00010486,             0.00010486
                     15,                 1.0362,                 1.0249,                 1.1463,                0.80593,                 0.7009,                0.78999,                0.60238,                0.96335,                0.79822,                 1.0496,             0.00010368,             0.00010368,             0.00010368
                     16,                 1.0303,                 1.0678,                  1.144,                0.84559,                0.67912,                 0.7978,                0.61206,                0.94383,                  0.774,                 1.0388,             0.00010251,             0.00010251,             0.00010251
                     17,                0.99396,                0.97127,                 1.1219,                0.84441,                0.68841,                0.80336,                0.62198,                 0.9288,                0.75603,                 1.0325,             0.00010133,             0.00010133,             0.00010133
                     18,                 1.0558,                 1.0313,                 1.1758,                 0.7766,                0.74977,                0.81349,                0.62594,                 0.9207,                0.74666,                 1.0282,             0.00010015,             0.00010015,             0.00010015
                     19,                 1.0075,                0.95357,                 1.1278,                0.77406,                0.75492,                0.81627,                0.62999,                 0.9144,                0.73645,                 1.0242,             9.8972e-05,             9.8972e-05,             9.8972e-05
                     20,                0.97345,                0.92853,                 1.1081,                 0.7508,                0.77913,                0.82158,                 0.6358,                 0.9081,                0.72813,                 1.0195,             9.7794e-05,             9.7794e-05,             9.7794e-05
                     21,                0.98165,                0.92733,                 1.1357,                0.83689,                0.73009,                0.82051,                0.63969,                0.90118,                0.71877,                 1.0158,             9.6616e-05,             9.6616e-05,             9.6616e-05
                     22,                 1.0077,                0.94105,                 1.1393,                0.82997,                 0.7436,                0.82663,                0.64726,                0.89415,                0.70907,                 1.0111,             9.5438e-05,             9.5438e-05,             9.5438e-05
                     23,                 1.0242,                0.97854,                 1.1464,                0.85483,                0.73879,                0.82981,                0.64982,                0.88764,                0.69866,                 1.0086,              9.426e-05,              9.426e-05,              9.426e-05
                     24,                0.92663,                0.86696,                 1.0975,                0.82489,                0.76974,                0.82988,                0.65899,                0.88154,                0.68769,                 1.0049,             9.3082e-05,             9.3082e-05,             9.3082e-05
                     25,                 1.0177,                0.96456,                 1.1372,                0.83085,                0.76752,                 0.8306,                0.66098,                 0.8759,                0.67977,                 1.0005,             9.1904e-05,             9.1904e-05,             9.1904e-05
                     26,                 1.0196,                0.93739,                 1.1301,                0.81169,                0.77835,                0.83058,                0.66482,                0.86686,                0.67199,                0.99581,             9.0726e-05,             9.0726e-05,             9.0726e-05
                     27,                 0.9599,                0.85519,                 1.1053,                0.79827,                0.78932,                0.83515,                0.67098,                0.85849,                0.66897,                0.99096,             8.9547e-05,             8.9547e-05,             8.9547e-05
                     28,                0.94877,                0.90051,                 1.1054,                 0.7842,                0.80184,                0.84113,                0.66861,                0.85231,                 0.6673,                0.98574,             8.8369e-05,             8.8369e-05,             8.8369e-05
                     29,                0.96206,                0.86983,                  1.089,                0.78908,                0.79816,                0.84186,                0.67094,                0.85031,                0.66306,                 0.9823,             8.7191e-05,             8.7191e-05,             8.7191e-05
                     30,                0.92698,                0.84107,                  1.085,                0.82354,                0.79147,                0.84466,                0.67241,                0.84796,                0.65413,                0.98102,             8.6013e-05,             8.6013e-05,             8.6013e-05
                     31,                 0.9562,                0.89146,                  1.093,                0.85099,                0.78396,                 0.8493,                0.67577,                 0.8362,                0.64232,                0.97784,             8.4835e-05,             8.4835e-05,             8.4835e-05
                     32,                0.97025,                0.85123,                 1.0783,                0.84425,                0.79267,                0.85177,                0.68017,                0.83257,                0.63497,                0.97645,             8.3657e-05,             8.3657e-05,             8.3657e-05
                     33,                0.87064,                0.79514,                 1.0712,                0.82527,                0.79785,                0.85051,                0.68104,                 0.8296,                0.63162,                0.97642,             8.2479e-05,             8.2479e-05,             8.2479e-05
                     34,                0.94995,                0.83251,                 1.0852,                0.82342,                0.80084,                0.85248,                0.68218,                0.83103,                 0.6288,                 0.9792,             8.1301e-05,             8.1301e-05,             8.1301e-05
                     35,                0.89911,                0.81117,                 1.0738,                0.84363,                0.79402,                0.85525,                0.68622,                0.83141,                0.62591,                 0.9794,             8.0123e-05,             8.0123e-05,             8.0123e-05
                     36,                0.91307,                0.84956,                 1.0956,                 0.8588,                0.78297,                0.85376,                0.68411,                 0.8294,                0.62543,                0.97842,             7.8945e-05,             7.8945e-05,             7.8945e-05
                     37,                0.90048,                0.79133,                  1.054,                0.85948,                0.78833,                0.85574,                0.68657,                0.82083,                 0.6194,                0.97388,             7.7766e-05,             7.7766e-05,             7.7766e-05
                     38,                0.92412,                0.78677,                  1.067,                 0.8624,                0.78852,                0.85552,                0.68861,                0.81012,                0.61752,                0.96825,             7.6588e-05,             7.6588e-05,             7.6588e-05
                     39,                0.91678,                0.79236,                 1.0766,                0.87039,                0.78824,                0.85819,                 0.6914,                 0.8016,                0.61198,                0.96351,              7.541e-05,              7.541e-05,              7.541e-05
                     40,                0.94576,                 0.8081,                 1.0766,                0.88257,                0.78661,                0.85807,                0.69132,                0.79684,                0.60699,                 0.9605,             7.4232e-05,             7.4232e-05,             7.4232e-05
                     41,                0.92379,                0.80329,                 1.0858,                0.88055,                0.78889,                0.86287,                0.69766,                0.79508,                0.60184,                0.95772,             7.3054e-05,             7.3054e-05,             7.3054e-05
                     42,                0.89578,                0.78642,                 1.0838,                0.87938,                0.79126,                0.86112,                 0.6964,                0.79493,                 0.5998,                0.95642,             7.1876e-05,             7.1876e-05,             7.1876e-05
                     43,                0.91212,                0.79968,                 1.0805,                0.88318,                  0.793,                0.86223,                0.69869,                0.79173,                0.59851,                0.95361,             7.0698e-05,             7.0698e-05,             7.0698e-05
                     44,                0.89027,                0.79076,                 1.0443,                0.89332,                0.78994,                0.86384,                0.70562,                0.78948,                0.59431,                0.95227,              6.952e-05,              6.952e-05,              6.952e-05
                     45,                0.92826,                0.82437,                 1.0694,                0.90207,                0.78712,                0.86594,                  0.711,                 0.7885,                0.59819,                0.95094,             6.8342e-05,             6.8342e-05,             6.8342e-05
                     46,                0.86878,                0.79398,                  1.057,                0.90915,                0.78356,                0.86695,                0.71411,                0.78567,                0.59855,                0.94896,             6.7164e-05,             6.7164e-05,             6.7164e-05
                     47,                0.91267,                0.78841,                 1.0662,                 0.9091,                0.78163,                0.87106,                0.71771,                0.77902,                0.59174,                0.94735,             6.5986e-05,             6.5986e-05,             6.5986e-05
                     48,                0.85418,                0.74073,                 1.0377,                0.89461,                0.78659,                0.87095,                0.71587,                0.77316,                0.58257,                0.94567,             6.4807e-05,             6.4807e-05,             6.4807e-05
                     49,                0.87252,                0.75979,                  1.056,                0.88796,                0.79118,                 0.8722,                0.71762,                0.77035,                0.57575,                 0.9456,             6.3629e-05,             6.3629e-05,             6.3629e-05
                     50,                0.90179,                0.75823,                 1.0539,                0.89019,                0.79332,                0.87399,                0.71492,                0.76989,                0.57132,                0.94536,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     51,                0.85544,                0.74149,                 1.0253,                0.87381,                0.81109,                0.87486,                0.71125,                 0.7717,                0.57129,                0.94629,             6.1273e-05,             6.1273e-05,             6.1273e-05
                     52,                0.88118,                0.75754,                 1.0575,                0.86997,                0.81734,                0.87498,                0.70968,                0.77185,                0.57725,                 0.9461,             6.0095e-05,             6.0095e-05,             6.0095e-05
                     53,                0.85468,                 0.7282,                 1.0498,                0.91623,                0.78855,                0.87515,                0.71002,                0.76702,                0.57584,                0.94409,             5.8917e-05,             5.8917e-05,             5.8917e-05
                     54,                0.85892,                0.72774,                 1.0435,                0.91296,                0.79231,                0.87407,                0.71231,                0.76372,                0.56749,                 0.9424,             5.7739e-05,             5.7739e-05,             5.7739e-05
                     55,                0.85696,                0.73098,                 1.0465,                0.87091,                0.81744,                0.87375,                 0.7159,                0.76039,                0.56087,                0.94108,             5.6561e-05,             5.6561e-05,             5.6561e-05
                     56,                0.89278,                0.76631,                 1.0586,                0.90461,                0.79274,                0.87503,                0.71437,                0.75779,                0.55732,                0.93888,             5.5383e-05,             5.5383e-05,             5.5383e-05
                     57,                0.91804,                0.78372,                 1.0491,                 0.9034,                0.79416,                 0.8749,                0.71631,                0.75565,                0.55464,                0.93737,             5.4204e-05,             5.4204e-05,             5.4204e-05
                     58,                0.90923,                0.74621,                 1.0421,                0.89605,                 0.7983,                0.88101,                0.71576,                0.75261,                0.55487,                0.93583,             5.3026e-05,             5.3026e-05,             5.3026e-05
                     59,                0.86276,                0.75037,                 1.0284,                0.89478,                0.80317,                0.88183,                0.71963,                0.75182,                0.55569,                0.93589,             5.1848e-05,             5.1848e-05,             5.1848e-05
                     60,                0.88637,                0.75004,                 1.0467,                0.88778,                0.80189,                 0.8774,                0.71749,                0.75161,                0.55765,                0.93566,              5.067e-05,              5.067e-05,              5.067e-05
                     61,                0.88052,                0.74343,                 1.0566,                0.89048,                0.79896,                0.87949,                0.71911,                0.75213,                 0.5574,                0.93559,             4.9492e-05,             4.9492e-05,             4.9492e-05
                     62,                0.80725,                0.70477,                 1.0165,                0.90342,                0.80168,                0.88274,                0.72613,                0.74953,                0.55243,                0.93503,             4.8314e-05,             4.8314e-05,             4.8314e-05
                     63,                0.91665,                0.76217,                 1.0473,                0.90194,                0.80202,                0.88318,                0.72643,                0.74631,                0.54741,                0.93406,             4.7136e-05,             4.7136e-05,             4.7136e-05
                     64,                0.85076,                0.73491,                 1.0407,                0.91389,                0.79546,                0.88169,                0.72907,                0.74247,                0.54568,                0.93285,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     65,                0.87523,                0.70971,                 1.0414,                0.91951,                 0.7898,                0.87889,                0.72788,                0.73971,                0.54238,                0.93168,              4.478e-05,              4.478e-05,              4.478e-05
                     66,                0.82581,                0.70538,                 1.0307,                0.91672,                0.79124,                0.87889,                0.73216,                0.73777,                0.54124,                0.93068,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     67,                0.86206,                0.71562,                 1.0406,                0.89306,                0.80749,                0.88124,                0.73506,                0.73774,                0.53968,                 0.9299,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     68,                0.79935,                0.68914,                 1.0237,                0.92226,                0.79303,                0.88251,                0.73567,                0.73573,                0.53669,                0.92891,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     69,                0.81948,                0.70179,                 1.0269,                0.92298,                0.79623,                0.88407,                0.73434,                0.73423,                0.53623,                0.92774,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     70,                0.82995,                0.73109,                 1.0382,                0.92805,                0.79449,                0.88388,                0.73453,                0.73306,                0.53575,                0.92733,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     71,                0.87136,                0.73311,                 1.0393,                0.92827,                0.79459,                0.88424,                0.73292,                0.73277,                0.53529,                0.92639,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     72,                0.84436,                0.72401,                 1.0487,                 0.9307,                0.79622,                0.88715,                0.73473,                0.73134,                0.53626,                0.92543,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     73,                 0.8048,                0.68922,                 1.0164,                0.93453,                0.79569,                 0.8867,                0.73319,                0.72759,                0.53296,                0.92408,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     74,                0.82839,                0.70781,                 1.0346,                 0.9368,                0.79568,                0.88758,                0.73462,                0.72406,                0.52985,                0.92296,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     75,                0.83579,                0.68933,                 1.0311,                0.92691,                0.80143,                0.88759,                0.73731,                0.72434,                0.52872,                0.92313,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     76,                0.82726,                0.68726,                 1.0383,                0.92471,                0.79889,                0.88507,                0.73876,                0.72516,                  0.529,                0.92269,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     77,                0.87463,                0.72742,                 1.0308,                0.93144,                0.79784,                0.88686,                0.73835,                0.72398,                0.52812,                 0.9218,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     78,                0.87244,                0.71969,                 1.0315,                0.93197,                0.79921,                0.88626,                0.73865,                0.72226,                0.52653,                 0.9209,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     79,                0.86139,                0.69307,                 1.0351,                0.92817,                0.80362,                0.88898,                0.73838,                0.71898,                0.52427,                0.92035,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     80,                0.82032,                0.66983,                 1.0161,                0.92512,                0.80627,                 0.8895,                 0.7429,                0.71751,                0.52343,                0.91966,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     81,                0.82801,                0.69108,                 1.0347,                0.92953,                0.80337,                0.88757,                0.74182,                0.71633,                0.52111,                0.91911,              2.593e-05,              2.593e-05,              2.593e-05
                     82,                0.80875,                0.67599,                 1.0239,                0.92798,                0.80484,                0.88587,                0.74116,                0.71663,                0.51985,                0.91925,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     83,                0.87117,                0.71542,                 1.0389,                0.92837,                0.80687,                0.88766,                 0.7391,                0.71528,                0.51822,                0.91869,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     84,                0.75818,                0.63611,                 1.0072,                0.92581,                0.80871,                0.88667,                0.74129,                0.71446,                0.52119,                0.91766,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     85,                0.83113,                 0.6829,                 1.0089,                0.92913,                0.80658,                0.88855,                0.74108,                 0.7124,                0.52051,                0.91696,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     86,                 0.8277,                0.70828,                  1.019,                0.93274,                0.80365,                0.88805,                0.74278,                0.71164,                0.52111,                0.91646,              2.004e-05,              2.004e-05,              2.004e-05
                     87,                0.76977,                0.66187,                 1.0268,                0.92755,                0.80672,                0.88682,                0.74367,                0.71057,                 0.5216,                 0.9158,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     88,                0.76886,                0.66636,                 1.0232,                0.93223,                0.80582,                0.89205,                0.74314,                0.70976,                0.52304,                0.91536,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     89,                0.83404,                0.71723,                 1.0301,                0.93265,                0.80936,                0.89292,                 0.7436,                0.70925,                0.52134,                 0.9146,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     90,                0.81475,                0.65743,                  1.027,                0.93578,                0.80783,                0.89334,                 0.7458,                0.70864,                0.52191,                0.91478,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     91,                0.83615,                0.73059,                 1.0021,                0.93119,                0.80364,                0.88949,                0.74023,                0.71358,                0.52552,                0.91558,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     92,                  0.863,                0.77161,                 1.0142,                0.93253,                0.79402,                0.88319,                0.73852,                0.72047,                0.53169,                0.91735,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     93,                0.85998,                 0.7132,                 1.0248,                0.93293,                 0.7905,                0.88144,                0.73717,                0.72425,                 0.5362,                0.91786,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     94,                0.84555,                0.72952,                 1.0104,                0.91435,                 0.7946,                0.87895,                0.73373,                0.72977,                0.53968,                 0.9196,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     95,                 0.8447,                0.70016,                 1.0271,                0.90314,                0.79954,                0.87803,                 0.7319,                0.73279,                0.54276,                0.92056,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     96,                0.83792,                0.69346,                 1.0034,                 0.9102,                0.78924,                 0.8764,                0.72998,                0.73439,                0.54475,                0.92076,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     97,                0.81597,                0.67893,                0.99899,                0.90496,                0.79557,                0.87785,                0.72882,                0.73633,                0.54705,                0.92162,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     98,                0.81224,                0.68731,                0.99604,                 0.9119,                0.79166,                0.87659,                0.72794,                0.73771,                 0.5482,                0.92201,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     99,                0.83198,                0.68687,                 1.0006,                0.91053,                0.79197,                0.87524,                0.72728,                0.74037,                0.54957,                0.92242,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    100,                 0.8643,                0.73214,                 1.0272,                0.91434,                 0.7911,                 0.8759,                0.72835,                0.74066,                0.55211,                0.92268,             3.5462e-06,             3.5462e-06,             3.5462e-06
