                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                0.08526,                 0.2216,                0.91887,                0.96038,                0.97443,                0.99153,                0.98892,                0.18486,                0.27104,                0.32098,             0.00036307,             0.00036307,             0.00036307
                     71,                0.08581,                0.22273,                0.91496,                0.95851,                0.96048,                0.98613,                0.98012,                0.18664,                0.28893,                0.31225,             0.00035208,             0.00035208,             0.00035208
                     72,                  0.084,                0.21961,                0.92034,                0.97482,                0.96179,                0.99017,                0.98723,                0.17905,                0.26079,                0.29577,             0.00034108,             0.00034108,             0.00034108
                     73,                0.08283,                0.22473,                0.91068,                0.95746,                0.95587,                0.98968,                0.98603,                0.20825,                0.30296,                0.33858,             0.00033008,             0.00033008,             0.00033008
                     74,                0.08145,                0.20559,                0.91557,                0.96238,                0.94812,                 0.9857,                0.98044,                0.18852,                0.27006,                0.32321,             0.00031908,             0.00031908,             0.00031908
                     75,                0.08232,                0.19163,                0.91145,                0.96799,                0.95428,                0.98726,                0.98278,                0.20287,                0.35565,                0.34494,             0.00030808,             0.00030808,             0.00030808
                     76,                0.07898,                0.21171,                0.91313,                0.94938,                0.96453,                0.98722,                0.98035,                0.21584,                0.29231,                0.35025,             0.00029708,             0.00029708,             0.00029708
                     77,                0.08091,                0.19676,                 0.9151,                0.96831,                0.96473,                 0.9887,                0.98529,                0.19932,                0.29988,                0.33847,             0.00028608,             0.00028608,             0.00028608
                     78,                0.07824,                0.20431,                0.91106,                0.96038,                0.96109,                0.98834,                0.98522,                0.19273,                0.31659,                 0.3257,             0.00027508,             0.00027508,             0.00027508
                     79,                0.08038,                0.19134,                0.92351,                0.95692,                0.95805,                0.98798,                0.98132,                0.20724,                0.30913,                0.33567,             0.00026408,             0.00026408,             0.00026408
                     80,                0.07628,                0.19475,                0.91061,                0.95798,                0.97052,                0.98972,                0.98472,                0.16836,                0.30942,                0.29378,             0.00025309,             0.00025309,             0.00025309
                     81,                0.08078,                 0.1948,                0.91782,                 0.9624,                0.96485,                0.98859,                0.98429,                0.18182,                0.28441,                0.31052,             0.00024209,             0.00024209,             0.00024209
                     82,                0.07638,                0.19651,                0.91733,                0.94775,                0.93281,                 0.9816,                0.96982,                0.20267,                0.37122,                0.32277,             0.00023109,             0.00023109,             0.00023109
                     83,                0.07398,                0.17813,                0.90933,                0.96682,                0.96267,                0.98977,                0.98214,                0.22727,                0.29998,                0.35545,             0.00022009,             0.00022009,             0.00022009
                     84,                 0.0762,                0.16907,                0.91564,                0.96115,                0.95275,                0.98915,                 0.9791,                0.25769,                0.32503,                0.39191,             0.00020909,             0.00020909,             0.00020909
                     85,                0.07436,                 0.1872,                0.91582,                0.96233,                0.95941,                0.98656,                0.97833,                0.22211,                 0.3028,                0.36028,             0.00019809,             0.00019809,             0.00019809
                     86,                0.07492,                0.17817,                0.91359,                0.96018,                0.96462,                0.98143,                0.97616,                0.17621,                0.33963,                0.30551,             0.00018709,             0.00018709,             0.00018709
                     87,                 0.0685,                0.16561,                0.91029,                0.94296,                0.96723,                0.98268,                0.97878,                0.21212,                0.32579,                0.33559,             0.00017609,             0.00017609,             0.00017609
                     88,                0.07287,                 0.1777,                0.91457,                 0.9608,                 0.9586,                0.98593,                0.97976,                0.21189,                0.29828,                0.34267,             0.00016509,             0.00016509,             0.00016509
                     89,                 0.0772,                0.17115,                0.91718,                0.95918,                0.95505,                0.98608,                0.98197,                0.14312,                0.30649,                0.26471,              0.0001541,              0.0001541,              0.0001541
                     90,                0.07127,                0.17537,                0.91235,                0.97607,                0.95447,                0.98811,                  0.983,                0.15323,                0.30371,                0.26723,              0.0001431,              0.0001431,              0.0001431
                     91,                0.05581,                0.15309,                0.93528,                0.95744,                0.94595,                0.98286,                0.97965,                0.21389,                0.33024,                0.34594,              0.0001321,              0.0001321,              0.0001321
                     92,                0.04749,                 0.1119,                0.92216,                0.95677,                0.95445,                0.98517,                0.97864,                0.20111,                 0.2801,                0.32989,              0.0001211,              0.0001211,              0.0001211
                     93,                0.05245,                0.10708,                0.91759,                0.95784,                0.96513,                0.98871,                0.98586,                 0.1871,                0.26175,                0.31288,              0.0001101,              0.0001101,              0.0001101
                     94,                0.04876,                0.08763,                0.92096,                0.98023,                0.94142,                0.98941,                 0.9866,                0.19842,                0.28991,                  0.331,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.05138,                0.09427,                0.91481,                0.95095,                0.96492,                0.98915,                0.98679,                0.19222,                0.29096,                  0.312,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.04566,                0.07928,                0.91443,                0.95899,                0.96304,                   0.99,                0.98754,                0.18117,                 0.2867,                0.30078,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.04784,                0.08752,                0.92583,                0.96091,                0.95891,                0.98949,                0.98749,                0.16855,                0.26427,                0.28102,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.04532,                0.08559,                0.91766,                0.97579,                0.94448,                0.98907,                0.98728,                0.15565,                0.26068,                0.26647,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.04682,                0.07819,                0.92304,                0.96976,                0.95468,                0.98974,                0.98809,                0.16408,                0.26415,                0.27751,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.04362,                0.07692,                0.92278,                0.97104,                0.95829,                0.99039,                 0.9885,                0.15537,                0.26687,                0.26868,             3.3108e-05,             3.3108e-05,             3.3108e-05
