                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.79571,                0.87778,                 1.1539,                 0.8509,                 0.7711,                0.84587,                 0.6141,                  1.048,                  1.036,                 1.3902,             0.00040844,             0.00040844,             0.00040844
                     38,                0.77365,                0.88492,                 1.1704,                0.81111,                0.81794,                0.84358,                0.63121,                0.94819,                0.96323,                 1.2978,             0.00040225,             0.00040225,             0.00040225
                     39,                0.76612,                0.86604,                 1.1532,                0.87689,                0.86707,                0.89572,                0.68796,                0.87122,                0.87573,                 1.2284,             0.00039606,             0.00039606,             0.00039606
                     40,                 0.7547,                0.86054,                 1.1451,                0.88271,                0.83948,                  0.898,                0.67293,                0.86248,                0.82327,                 1.2657,             0.00038988,             0.00038988,             0.00038988
                     41,                0.78402,                0.87322,                 1.1567,                0.83121,                0.81958,                0.85532,                0.65112,                0.91183,                 0.9409,                 1.2877,             0.00038369,             0.00038369,             0.00038369
                     42,                0.73894,                0.78925,                 1.1319,                0.86665,                0.82894,                0.86961,                0.67817,                0.90357,                0.87694,                 1.2905,              0.0003775,              0.0003775,              0.0003775
                     43,                0.74553,                0.81465,                 1.1365,                0.83146,                0.83809,                0.83128,                0.64226,                0.89267,                0.95691,                 1.2673,             0.00037131,             0.00037131,             0.00037131
                     44,                0.75103,                0.79148,                 1.1445,                0.81223,                0.84154,                0.84637,                0.64391,                0.90302,                0.89011,                 1.2727,             0.00036513,             0.00036513,             0.00036513
                     45,                0.72879,                0.80668,                 1.1288,                0.85575,                0.83418,                0.86637,                0.67435,                0.85297,                0.86613,                 1.2488,             0.00035894,             0.00035894,             0.00035894
                     46,                0.68539,                0.80916,                 1.1288,                0.86661,                 0.8338,                0.84496,                0.66002,                0.87518,                0.86045,                  1.272,             0.00035275,             0.00035275,             0.00035275
                     47,                0.72053,                0.76208,                 1.1184,                0.86145,                0.83609,                0.87973,                0.66943,                0.95042,                0.80228,                 1.3571,             0.00034656,             0.00034656,             0.00034656
                     48,                0.70458,                0.72542,                 1.1191,                0.87867,                0.82893,                0.88598,                0.69061,                0.90084,                 0.7788,                 1.2908,             0.00034038,             0.00034038,             0.00034038
                     49,                0.71429,                0.75828,                 1.1273,                0.88686,                0.84753,                0.88506,                0.69719,                0.85642,                0.79835,                 1.2359,             0.00033419,             0.00033419,             0.00033419
                     50,                0.68333,                0.71824,                 1.1057,                0.85252,                0.88833,                0.88902,                0.69216,                0.81289,                0.72104,                 1.2016,               0.000328,               0.000328,               0.000328
                     51,                0.67548,                0.72851,                 1.0865,                0.91296,                0.83602,                0.89338,                0.69933,                0.84387,                0.76547,                 1.2495,             0.00032181,             0.00032181,             0.00032181
                     52,                0.67045,                0.66093,                 1.0954,                0.89664,                 0.8535,                0.90865,                0.72236,                0.83614,                0.70015,                 1.2558,             0.00031562,             0.00031562,             0.00031562
                     53,                0.67188,                0.71648,                 1.0987,                0.82744,                0.89118,                0.88879,                0.71283,                0.85342,                0.75213,                 1.2458,             0.00030944,             0.00030944,             0.00030944
                     54,                0.66787,                0.71076,                 1.0964,                0.87164,                0.90022,                 0.8971,                0.71617,                0.85419,                0.70197,                 1.2522,             0.00030325,             0.00030325,             0.00030325
                     55,                0.64937,                0.65796,                 1.0878,                 0.8457,                0.87924,                0.87971,                0.71262,                 0.8212,                0.73985,                 1.2355,             0.00029706,             0.00029706,             0.00029706
                     56,                0.63536,                0.64921,                 1.0756,                0.88875,                0.88218,                0.89812,                0.71718,                0.81493,                0.73929,                 1.2048,             0.00029088,             0.00029088,             0.00029088
                     57,                0.62085,                0.62737,                 1.0629,                0.89183,                0.87163,                0.90423,                0.74884,                0.76003,                0.68341,                 1.1971,             0.00028469,             0.00028469,             0.00028469
                     58,                0.61719,                0.63086,                 1.0504,                0.86425,                0.87847,                0.90247,                0.73345,                 0.7743,                0.68922,                 1.1903,              0.0002785,              0.0002785,              0.0002785
                     59,                0.61348,                0.64102,                 1.0688,                0.89365,                0.87422,                0.89492,                0.71839,                0.77925,                0.73679,                  1.179,             0.00027231,             0.00027231,             0.00027231
                     60,                0.62664,                0.66541,                 1.0747,                 0.8902,                 0.8877,                0.89329,                0.72242,                0.79581,                0.69987,                 1.2248,             0.00026613,             0.00026613,             0.00026613
                     61,                0.63211,                0.63192,                 1.0738,                0.86145,                0.88282,                0.86053,                0.69308,                0.83559,                0.78319,                 1.2514,             0.00025994,             0.00025994,             0.00025994
                     62,                0.62103,                0.61701,                 1.0474,                0.88504,                0.88004,                0.87399,                0.71538,                0.79336,                0.76372,                 1.2117,             0.00025375,             0.00025375,             0.00025375
                     63,                0.59184,                0.61221,                 1.0467,                0.90479,                0.87055,                 0.8885,                0.71795,                0.79399,                0.70386,                 1.2124,             0.00024756,             0.00024756,             0.00024756
                     64,                0.58212,                0.55854,                 1.0478,                0.89265,                0.88131,                0.88895,                0.73293,                0.77133,                0.70471,                 1.1901,             0.00024137,             0.00024137,             0.00024137
                     65,                0.59108,                0.60059,                 1.0518,                  0.862,                0.90056,                0.88191,                0.72135,                0.76642,                0.67864,                 1.2156,             0.00023519,             0.00023519,             0.00023519
                     66,                0.57364,                0.58759,                 1.0451,                0.86788,                0.88106,                0.86573,                0.71843,                0.77751,                0.71369,                 1.2439,               0.000229,               0.000229,               0.000229
                     67,                0.54368,                0.54393,                 1.0301,                 0.8772,                0.90219,                0.88515,                0.73214,                0.75865,                0.70565,                 1.2039,             0.00022281,             0.00022281,             0.00022281
                     68,                0.56189,                0.55612,                 1.0356,                0.87712,                0.89521,                0.88978,                0.74384,                0.75399,                0.67712,                 1.1932,             0.00021662,             0.00021662,             0.00021662
                     69,                0.53108,                0.54433,                 1.0303,                0.87842,                 0.9165,                0.90606,                0.74953,                0.75896,                0.64838,                 1.1699,             0.00021044,             0.00021044,             0.00021044
                     70,                0.53684,                 0.5598,                 1.0225,                0.87459,                0.87402,                0.89281,                0.74923,                0.77187,                0.65242,                 1.1944,             0.00020425,             0.00020425,             0.00020425
                     71,                0.54415,                0.53679,                 1.0286,                0.91849,                0.86434,                0.87524,                0.72949,                 0.7437,                 0.6451,                 1.1754,             0.00019806,             0.00019806,             0.00019806
                     72,                 0.5253,                0.51266,                 1.0148,                0.91475,                0.86683,                0.87988,                0.73673,                0.71091,                0.63538,                 1.1382,             0.00019188,             0.00019188,             0.00019188
                     73,                0.49348,                0.50007,                0.99455,                0.91554,                0.89369,                 0.8968,                0.76981,                 0.6828,                0.58127,                 1.1245,             0.00018569,             0.00018569,             0.00018569
                     74,                0.53955,                0.54665,                 1.0236,                0.90203,                0.88473,                0.89244,                0.75857,                0.72271,                0.60574,                 1.1643,              0.0001795,              0.0001795,              0.0001795
                     75,                0.49436,                0.48443,                 1.0081,                0.88249,                 0.8773,                0.87692,                0.75298,                0.73545,                0.62999,                 1.1882,             0.00017331,             0.00017331,             0.00017331
                     76,                0.51834,                0.55585,                 1.0221,                0.89447,                0.87583,                0.86475,                0.73316,                0.77299,                0.63226,                 1.2508,             0.00016713,             0.00016713,             0.00016713
                     77,                0.50477,                 0.5053,                 1.0068,                0.92433,                0.87965,                0.89683,                0.75661,                0.73159,                0.58053,                 1.2043,             0.00016094,             0.00016094,             0.00016094
                     78,                0.46459,                0.47385,                0.97521,                0.91349,                  0.898,                0.89638,                 0.7531,                0.71166,                0.57822,                 1.2056,             0.00015475,             0.00015475,             0.00015475
                     79,                0.48246,                0.47582,                 1.0022,                0.88971,                0.90368,                0.88811,                0.75377,                0.68715,                0.57226,                 1.1804,             0.00014856,             0.00014856,             0.00014856
                     80,                0.47033,                0.48011,                0.98534,                0.89458,                0.89437,                0.89042,                0.77443,                0.69043,                0.58544,                 1.1996,             0.00014237,             0.00014237,             0.00014237
                     81,                0.50308,                0.48394,                0.99475,                0.90104,                 0.8899,                0.88631,                0.76626,                0.70555,                0.59166,                 1.2191,             0.00013619,             0.00013619,             0.00013619
                     82,                0.47731,                0.47908,                 1.0024,                 0.8973,                0.88769,                0.88852,                0.77484,                0.68374,                0.60087,                 1.1785,                0.00013,                0.00013,                0.00013
                     83,                0.47593,                0.45991,                 0.9933,                0.90395,                0.88559,                0.89549,                 0.7723,                 0.7028,                0.61026,                 1.1957,             0.00012381,             0.00012381,             0.00012381
                     84,                0.46343,                0.45619,                0.99183,                0.91856,                0.87117,                0.89731,                 0.7824,                0.71249,                0.59104,                 1.2131,             0.00011763,             0.00011763,             0.00011763
                     85,                0.45362,                0.44347,                0.98078,                0.91234,                0.87519,                0.90258,                0.78306,                 0.6852,                0.58321,                 1.1668,             0.00011144,             0.00011144,             0.00011144
                     86,                0.44946,                0.41777,                0.97611,                0.89369,                0.88745,                0.89485,                0.78257,                0.67574,                0.58068,                 1.1799,             0.00010525,             0.00010525,             0.00010525
                     87,                0.45617,                0.43984,                0.98282,                0.89661,                0.89254,                0.88963,                0.77985,                0.66063,                0.58936,                 1.1626,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     88,                0.43336,                0.42158,                0.96972,                0.90994,                0.87751,                0.88844,                0.77762,                0.67351,                0.58615,                 1.1741,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     89,                0.43679,                0.43505,                0.97726,                 0.9069,                0.89345,                0.90422,                0.78883,                0.65512,                0.55754,                 1.1728,             8.6688e-05,             8.6688e-05,             8.6688e-05
                     90,                0.44388,                 0.4282,                0.97127,                0.90493,                0.89635,                0.90035,                0.78856,                 0.6493,                0.55088,                 1.1676,               8.05e-05,               8.05e-05,               8.05e-05
                     91,                0.39661,                0.34534,                0.95743,                0.90721,                0.89002,                0.89335,                 0.7817,                 0.6589,                0.55656,                 1.1567,             7.4312e-05,             7.4312e-05,             7.4312e-05
                     92,                0.35775,                0.31463,                 0.9303,                0.90761,                0.89689,                0.90328,                0.78001,                0.62122,                0.55766,                 1.1226,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     93,                0.33048,                0.28648,                0.92114,                0.89239,                0.90793,                0.90473,                0.77761,                0.60744,                0.57392,                 1.1178,             6.1937e-05,             6.1937e-05,             6.1937e-05
                     94,                 0.3507,                0.29495,                0.91626,                0.87617,                0.91849,                0.90273,                0.77778,                0.61455,                0.56954,                 1.1319,              5.575e-05,              5.575e-05,              5.575e-05
                     95,                0.33862,                 0.2828,                0.91805,                0.88865,                0.90894,                 0.8966,                0.77721,                0.61303,                0.57028,                 1.1312,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     96,                0.31696,                0.26562,                0.91176,                0.90245,                0.90217,                0.89462,                0.78014,                0.61497,                0.55644,                 1.1383,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     97,                  0.312,                0.26699,                0.91586,                0.93066,                0.90679,                0.90056,                 0.7884,                0.60267,                0.55554,                 1.1258,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     98,                0.31654,                 0.2622,                0.91387,                0.91945,                0.90493,                 0.8964,                0.78976,                0.59064,                0.56265,                 1.1039,                3.1e-05,                3.1e-05,                3.1e-05
                     99,                0.30542,                0.26788,                0.90556,                0.91888,                0.90234,                0.89403,                0.78208,                0.59487,                0.55791,                 1.1128,             2.4813e-05,             2.4813e-05,             2.4813e-05
                    100,                0.29203,                0.25505,                0.89694,                 0.9159,                0.90247,                0.89574,                0.78693,                0.58563,                0.55695,                 1.1083,             1.8625e-05,             1.8625e-05,             1.8625e-05
